;subprefeitura/zona;valor;secretaria;numero_meta;meta;indicador;codigo_subs;codigo_zonas
2529;Jabaquara;;SMSU;27;Contratar 1.000 novos guardas da Guarda Civil Metropolitana (GCM);Quantidade de Guardas Civis Metropolitanos (GCMs) contratados.;15;
2530;Jaçanã/Tremembé;;SMSU;27;Contratar 1.000 novos guardas da Guarda Civil Metropolitana (GCM);Quantidade de Guardas Civis Metropolitanos (GCMs) contratados.;06;
2531;Lapa;;SMSU;27;Contratar 1.000 novos guardas da Guarda Civil Metropolitana (GCM);Quantidade de Guardas Civis Metropolitanos (GCMs) contratados.;08;
2532;M'Boi Mirim;;SMSU;27;Contratar 1.000 novos guardas da Guarda Civil Metropolitana (GCM);Quantidade de Guardas Civis Metropolitanos (GCMs) contratados.;18;
2533;Mooca;;SMSU;27;Contratar 1.000 novos guardas da Guarda Civil Metropolitana (GCM);Quantidade de Guardas Civis Metropolitanos (GCMs) contratados.;25;
2534;Parelheiros;;SMSU;27;Contratar 1.000 novos guardas da Guarda Civil Metropolitana (GCM);Quantidade de Guardas Civis Metropolitanos (GCMs) contratados.;20;
2535;Penha;;SMSU;27;Contratar 1.000 novos guardas da Guarda Civil Metropolitana (GCM);Quantidade de Guardas Civis Metropolitanos (GCMs) contratados.;21;
2536;Perus;;SMSU;27;Contratar 1.000 novos guardas da Guarda Civil Metropolitana (GCM);Quantidade de Guardas Civis Metropolitanos (GCMs) contratados.;01;
2537;Pinheiros;;SMSU;27;Contratar 1.000 novos guardas da Guarda Civil Metropolitana (GCM);Quantidade de Guardas Civis Metropolitanos (GCMs) contratados.;11;
2538;Pirituba/Jaraguá;;SMSU;27;Contratar 1.000 novos guardas da Guarda Civil Metropolitana (GCM);Quantidade de Guardas Civis Metropolitanos (GCMs) contratados.;02;
2539;Santana/Tucuruvi;;SMSU;27;Contratar 1.000 novos guardas da Guarda Civil Metropolitana (GCM);Quantidade de Guardas Civis Metropolitanos (GCMs) contratados.;05;
2540;Santo Amaro;;SMSU;27;Contratar 1.000 novos guardas da Guarda Civil Metropolitana (GCM);Quantidade de Guardas Civis Metropolitanos (GCMs) contratados.;14;
2541;São Mateus;;SMSU;27;Contratar 1.000 novos guardas da Guarda Civil Metropolitana (GCM);Quantidade de Guardas Civis Metropolitanos (GCMs) contratados.;30;
2542;São Miguel Paulista;;SMSU;27;Contratar 1.000 novos guardas da Guarda Civil Metropolitana (GCM);Quantidade de Guardas Civis Metropolitanos (GCMs) contratados.;23;
2543;Sapopemba;;SMSU;27;Contratar 1.000 novos guardas da Guarda Civil Metropolitana (GCM);Quantidade de Guardas Civis Metropolitanos (GCMs) contratados.;32;
2544;Sé;;SMSU;27;Contratar 1.000 novos guardas da Guarda Civil Metropolitana (GCM);Quantidade de Guardas Civis Metropolitanos (GCMs) contratados.;09;
2545;Vila Maria/Vila Guilherme;;SMSU;27;Contratar 1.000 novos guardas da Guarda Civil Metropolitana (GCM);Quantidade de Guardas Civis Metropolitanos (GCMs) contratados.;07;
2546;Vila Mariana;;SMSU;27;Contratar 1.000 novos guardas da Guarda Civil Metropolitana (GCM);Quantidade de Guardas Civis Metropolitanos (GCMs) contratados.;12;
2547;Vila Prudente;;SMSU;27;Contratar 1.000 novos guardas da Guarda Civil Metropolitana (GCM);Quantidade de Guardas Civis Metropolitanos (GCMs) contratados.;29;
2548;LESTE;;SMSU;27;Contratar 1.000 novos guardas da Guarda Civil Metropolitana (GCM);Quantidade de Guardas Civis Metropolitanos (GCMs) contratados.;;2.0
2549;NORTE;;SMSU;27;Contratar 1.000 novos guardas da Guarda Civil Metropolitana (GCM);Quantidade de Guardas Civis Metropolitanos (GCMs) contratados.;;3.0
2550;CENTRO;;SMSU;27;Contratar 1.000 novos guardas da Guarda Civil Metropolitana (GCM);Quantidade de Guardas Civis Metropolitanos (GCMs) contratados.;;1.0
2551;OESTE;;SMSU;27;Contratar 1.000 novos guardas da Guarda Civil Metropolitana (GCM);Quantidade de Guardas Civis Metropolitanos (GCMs) contratados.;;4.0
2552;SUL;;SMSU;27;Contratar 1.000 novos guardas da Guarda Civil Metropolitana (GCM);Quantidade de Guardas Civis Metropolitanos (GCMs) contratados.;;5.0
2553;Aricanduva/Vila Formosa;0.98;SMT;46;Implantar 50 quilômetros de faixas exclusivas de ônibus.;Extensão, em quilômetros, de faixas exclusivas de ônibus implantadas.;26;
2554;Butantã;5.09;SMT;46;Implantar 50 quilômetros de faixas exclusivas de ônibus.;Extensão, em quilômetros, de faixas exclusivas de ônibus implantadas.;10;
2555;Campo Limpo;2.82;SMT;46;Implantar 50 quilômetros de faixas exclusivas de ônibus.;Extensão, em quilômetros, de faixas exclusivas de ônibus implantadas.;17;
2556;Capela do Socorro;0.21;SMT;46;Implantar 50 quilômetros de faixas exclusivas de ônibus.;Extensão, em quilômetros, de faixas exclusivas de ônibus implantadas.;19;
2557;Casa Verde;0.77;SMT;46;Implantar 50 quilômetros de faixas exclusivas de ônibus.;Extensão, em quilômetros, de faixas exclusivas de ônibus implantadas.;04;
2558;Cidade Ademar;1.58;SMT;46;Implantar 50 quilômetros de faixas exclusivas de ônibus.;Extensão, em quilômetros, de faixas exclusivas de ônibus implantadas.;16;
2559;Cidade Tiradentes;0.0;SMT;46;Implantar 50 quilômetros de faixas exclusivas de ônibus.;Extensão, em quilômetros, de faixas exclusivas de ônibus implantadas.;31;
2560;Ermelino Matarazzo;0.0;SMT;46;Implantar 50 quilômetros de faixas exclusivas de ônibus.;Extensão, em quilômetros, de faixas exclusivas de ônibus implantadas.;22;
2561;Freguesia do Ó/Brasilândia;0.77;SMT;46;Implantar 50 quilômetros de faixas exclusivas de ônibus.;Extensão, em quilômetros, de faixas exclusivas de ônibus implantadas.;03;
2562;Guaianases;10.0;SMT;46;Implantar 50 quilômetros de faixas exclusivas de ônibus.;Extensão, em quilômetros, de faixas exclusivas de ônibus implantadas.;28;
2563;Ipiranga;0.9;SMT;46;Implantar 50 quilômetros de faixas exclusivas de ônibus.;Extensão, em quilômetros, de faixas exclusivas de ônibus implantadas.;13;
2564;Itaim Paulista;0.0;SMT;46;Implantar 50 quilômetros de faixas exclusivas de ônibus.;Extensão, em quilômetros, de faixas exclusivas de ônibus implantadas.;24;
2565;Itaquera;0.73;SMT;46;Implantar 50 quilômetros de faixas exclusivas de ônibus.;Extensão, em quilômetros, de faixas exclusivas de ônibus implantadas.;27;
2566;Jabaquara;0.85;SMT;46;Implantar 50 quilômetros de faixas exclusivas de ônibus.;Extensão, em quilômetros, de faixas exclusivas de ônibus implantadas.;15;
2567;Jaçanã/Tremembé;0.0;SMT;46;Implantar 50 quilômetros de faixas exclusivas de ônibus.;Extensão, em quilômetros, de faixas exclusivas de ônibus implantadas.;06;
2568;Lapa;4.02;SMT;46;Implantar 50 quilômetros de faixas exclusivas de ônibus.;Extensão, em quilômetros, de faixas exclusivas de ônibus implantadas.;08;
2569;M'Boi Mirim;7.78;SMT;46;Implantar 50 quilômetros de faixas exclusivas de ônibus.;Extensão, em quilômetros, de faixas exclusivas de ônibus implantadas.;18;
2570;Mooca;3.38;SMT;46;Implantar 50 quilômetros de faixas exclusivas de ônibus.;Extensão, em quilômetros, de faixas exclusivas de ônibus implantadas.;25;
2571;Parelheiros;0.0;SMT;46;Implantar 50 quilômetros de faixas exclusivas de ônibus.;Extensão, em quilômetros, de faixas exclusivas de ônibus implantadas.;20;
2572;Penha;1.41;SMT;46;Implantar 50 quilômetros de faixas exclusivas de ônibus.;Extensão, em quilômetros, de faixas exclusivas de ônibus implantadas.;21;
2573;Perus;0.0;SMT;46;Implantar 50 quilômetros de faixas exclusivas de ônibus.;Extensão, em quilômetros, de faixas exclusivas de ônibus implantadas.;01;
2574;Pinheiros;1.45;SMT;46;Implantar 50 quilômetros de faixas exclusivas de ônibus.;Extensão, em quilômetros, de faixas exclusivas de ônibus implantadas.;11;
2575;Pirituba/Jaraguá;0.0;SMT;46;Implantar 50 quilômetros de faixas exclusivas de ônibus.;Extensão, em quilômetros, de faixas exclusivas de ônibus implantadas.;02;
2576;Santana/Tucuruvi;1.28;SMT;46;Implantar 50 quilômetros de faixas exclusivas de ônibus.;Extensão, em quilômetros, de faixas exclusivas de ônibus implantadas.;05;
2577;Santo Amaro;1.58;SMT;46;Implantar 50 quilômetros de faixas exclusivas de ônibus.;Extensão, em quilômetros, de faixas exclusivas de ônibus implantadas.;14;
2578;São Mateus;0.0;SMT;46;Implantar 50 quilômetros de faixas exclusivas de ônibus.;Extensão, em quilômetros, de faixas exclusivas de ônibus implantadas.;30;
2579;São Miguel Paulista;0.38;SMT;46;Implantar 50 quilômetros de faixas exclusivas de ônibus.;Extensão, em quilômetros, de faixas exclusivas de ônibus implantadas.;23;
2580;Sapopemba;0.0;SMT;46;Implantar 50 quilômetros de faixas exclusivas de ônibus.;Extensão, em quilômetros, de faixas exclusivas de ônibus implantadas.;32;
2581;Sé;1.15;SMT;46;Implantar 50 quilômetros de faixas exclusivas de ônibus.;Extensão, em quilômetros, de faixas exclusivas de ônibus implantadas.;09;
2582;Vila Maria/Vila Guilherme;2.35;SMT;46;Implantar 50 quilômetros de faixas exclusivas de ônibus.;Extensão, em quilômetros, de faixas exclusivas de ônibus implantadas.;07;
2583;Vila Mariana;0.34;SMT;46;Implantar 50 quilômetros de faixas exclusivas de ônibus.;Extensão, em quilômetros, de faixas exclusivas de ônibus implantadas.;12;
2584;Vila Prudente;0.17;SMT;46;Implantar 50 quilômetros de faixas exclusivas de ônibus.;Extensão, em quilômetros, de faixas exclusivas de ônibus implantadas.;29;
2585;LESTE;;SMT;46;Implantar 50 quilômetros de faixas exclusivas de ônibus.;Extensão, em quilômetros, de faixas exclusivas de ônibus implantadas.;;2.0
2586;NORTE;;SMT;46;Implantar 50 quilômetros de faixas exclusivas de ônibus.;Extensão, em quilômetros, de faixas exclusivas de ônibus implantadas.;;3.0
2587;CENTRO;;SMT;46;Implantar 50 quilômetros de faixas exclusivas de ônibus.;Extensão, em quilômetros, de faixas exclusivas de ônibus implantadas.;;1.0
2588;OESTE;;SMT;46;Implantar 50 quilômetros de faixas exclusivas de ônibus.;Extensão, em quilômetros, de faixas exclusivas de ônibus implantadas.;;4.0
2589;SUL;;SMT;46;Implantar 50 quilômetros de faixas exclusivas de ônibus.;Extensão, em quilômetros, de faixas exclusivas de ônibus implantadas.;;5.0
2590;Aricanduva/Vila Formosa;;SMPED;19;Criar o 1º Centro Municipal para pessoas com Transtorno do Espectro Autista (TEA). ;Centro Municipal para Pessoas com Transtorno do Espectro Autista implantado e em funcionamento.;26;
2591;Butantã;;SMPED;19;Criar o 1º Centro Municipal para pessoas com Transtorno do Espectro Autista (TEA). ;Centro Municipal para Pessoas com Transtorno do Espectro Autista implantado e em funcionamento.;10;
2592;Campo Limpo;;SMPED;19;Criar o 1º Centro Municipal para pessoas com Transtorno do Espectro Autista (TEA). ;Centro Municipal para Pessoas com Transtorno do Espectro Autista implantado e em funcionamento.;17;
2593;Capela do Socorro;;SMPED;19;Criar o 1º Centro Municipal para pessoas com Transtorno do Espectro Autista (TEA). ;Centro Municipal para Pessoas com Transtorno do Espectro Autista implantado e em funcionamento.;19;
2594;Casa Verde;;SMPED;19;Criar o 1º Centro Municipal para pessoas com Transtorno do Espectro Autista (TEA). ;Centro Municipal para Pessoas com Transtorno do Espectro Autista implantado e em funcionamento.;04;
2595;Cidade Ademar;;SMPED;19;Criar o 1º Centro Municipal para pessoas com Transtorno do Espectro Autista (TEA). ;Centro Municipal para Pessoas com Transtorno do Espectro Autista implantado e em funcionamento.;16;
2596;Cidade Tiradentes;;SMPED;19;Criar o 1º Centro Municipal para pessoas com Transtorno do Espectro Autista (TEA). ;Centro Municipal para Pessoas com Transtorno do Espectro Autista implantado e em funcionamento.;31;
2597;Ermelino Matarazzo;;SMPED;19;Criar o 1º Centro Municipal para pessoas com Transtorno do Espectro Autista (TEA). ;Centro Municipal para Pessoas com Transtorno do Espectro Autista implantado e em funcionamento.;22;
2598;Freguesia do Ó/Brasilândia;;SMPED;19;Criar o 1º Centro Municipal para pessoas com Transtorno do Espectro Autista (TEA). ;Centro Municipal para Pessoas com Transtorno do Espectro Autista implantado e em funcionamento.;03;
2599;Guaianases;;SMPED;19;Criar o 1º Centro Municipal para pessoas com Transtorno do Espectro Autista (TEA). ;Centro Municipal para Pessoas com Transtorno do Espectro Autista implantado e em funcionamento.;28;
2600;Ipiranga;;SMPED;19;Criar o 1º Centro Municipal para pessoas com Transtorno do Espectro Autista (TEA). ;Centro Municipal para Pessoas com Transtorno do Espectro Autista implantado e em funcionamento.;13;
2601;Itaim Paulista;;SMPED;19;Criar o 1º Centro Municipal para pessoas com Transtorno do Espectro Autista (TEA). ;Centro Municipal para Pessoas com Transtorno do Espectro Autista implantado e em funcionamento.;24;
2602;Itaquera;;SMPED;19;Criar o 1º Centro Municipal para pessoas com Transtorno do Espectro Autista (TEA). ;Centro Municipal para Pessoas com Transtorno do Espectro Autista implantado e em funcionamento.;27;
2603;Jabaquara;;SMPED;19;Criar o 1º Centro Municipal para pessoas com Transtorno do Espectro Autista (TEA). ;Centro Municipal para Pessoas com Transtorno do Espectro Autista implantado e em funcionamento.;15;
2604;Jaçanã/Tremembé;;SMPED;19;Criar o 1º Centro Municipal para pessoas com Transtorno do Espectro Autista (TEA). ;Centro Municipal para Pessoas com Transtorno do Espectro Autista implantado e em funcionamento.;06;
2605;Lapa;;SMPED;19;Criar o 1º Centro Municipal para pessoas com Transtorno do Espectro Autista (TEA). ;Centro Municipal para Pessoas com Transtorno do Espectro Autista implantado e em funcionamento.;08;
2606;M'Boi Mirim;;SMPED;19;Criar o 1º Centro Municipal para pessoas com Transtorno do Espectro Autista (TEA). ;Centro Municipal para Pessoas com Transtorno do Espectro Autista implantado e em funcionamento.;18;
2607;Mooca;;SMPED;19;Criar o 1º Centro Municipal para pessoas com Transtorno do Espectro Autista (TEA). ;Centro Municipal para Pessoas com Transtorno do Espectro Autista implantado e em funcionamento.;25;
2608;Parelheiros;;SMPED;19;Criar o 1º Centro Municipal para pessoas com Transtorno do Espectro Autista (TEA). ;Centro Municipal para Pessoas com Transtorno do Espectro Autista implantado e em funcionamento.;20;
2609;Penha;;SMPED;19;Criar o 1º Centro Municipal para pessoas com Transtorno do Espectro Autista (TEA). ;Centro Municipal para Pessoas com Transtorno do Espectro Autista implantado e em funcionamento.;21;
2610;Perus;;SMPED;19;Criar o 1º Centro Municipal para pessoas com Transtorno do Espectro Autista (TEA). ;Centro Municipal para Pessoas com Transtorno do Espectro Autista implantado e em funcionamento.;01;
2611;Pinheiros;;SMPED;19;Criar o 1º Centro Municipal para pessoas com Transtorno do Espectro Autista (TEA). ;Centro Municipal para Pessoas com Transtorno do Espectro Autista implantado e em funcionamento.;11;
2612;Pirituba/Jaraguá;;SMPED;19;Criar o 1º Centro Municipal para pessoas com Transtorno do Espectro Autista (TEA). ;Centro Municipal para Pessoas com Transtorno do Espectro Autista implantado e em funcionamento.;02;
2613;Santana/Tucuruvi;;SMPED;19;Criar o 1º Centro Municipal para pessoas com Transtorno do Espectro Autista (TEA). ;Centro Municipal para Pessoas com Transtorno do Espectro Autista implantado e em funcionamento.;05;
2614;Santo Amaro;;SMPED;19;Criar o 1º Centro Municipal para pessoas com Transtorno do Espectro Autista (TEA). ;Centro Municipal para Pessoas com Transtorno do Espectro Autista implantado e em funcionamento.;14;
